erna_2007,"Tolong min @satusehat_id Masih belum sempurna aplikasinya , ,profil masih belum bisa di ubah ...data di profil tiba2 berubah  jadi NIK  dan data anggota keluarga lain,,,kirim email pengaduan belum ada penyelesaian"
rozzie87,"masih di step ke 2 aja udh eror, silahkan coba lagi"
poolmen7,"saya sdh booster ke 2, kenapa sertifikat ga muncul di aplikasi ya, anehhh....sdh telp, komplain via email, tidak ada tanggapan sama sekali...Nol...!!! cc ; @budigsadikin @kemenkes_ri"
ahmadard16,SAYA CUMA BUTUH TIKET VAKSIN DOSIS KE 2 SAYA TOLONG DI MUNCULIN !
siau_ling568,Nama di sertifikat salah ud konfirmasi lwt email ttp aja tidak di ubah nama ny yang salah
hartononjoo,@satusehat_id @kemenkes_ri  @pustadinkemkes  Dm nya tolong direspon. Kirim email dsn wa masalah tidak terselesaikan(jawaban standar aja)
ripan.05,Mimin. Cek DM dan mohon dibalas ya min
ripan.05,Mimin. Cek DM dan mohon dibalas ya min @satusehat_id
frandika0105,@jokowi begini lah pak kinerja untuk mewujudkan Indonesia maju pak
indrawati.iin77,"Tk kiro hp ku sing error, untung hp ku durung tk banting"
setyawan.erry,"Hubungi helpdesk @satusehat_id melalui wa, telpon, email, gak terselesaikan. 👎👎"
yohanesjuna,Csnya sibuk terus
mrizzwan2016,Download sertifikat aja gagal mulu
ilmimiftahul10,Di upgrade jadi  satu setan tetep ga beres
username,komentar
han_chr77,"Aplikasi benerin dlu, ga usah pake ngiklan2 ga jelas, fokus utama aplikasi aja ga beres, kartu ga keluar"
kadekbudana_,kembalikan peduli lindungi lah
umi.fadhilaa,"Selamat malam admin yg terhormat. Mohon bantuan dan solusinya saya sudah vaksin booster 2 sejak 28 maret 2023 namun sertifikat blmmuncul d aplikasi. Saya sudah menghubungi by phone, WA , maupun email namun tdk adarespon yang membantu. Dari pihak puskesmas juga sudah input ke pcare. Bagaimana solusinya?"
panas_ter1k,Apk ga pnting bagi buruh sprti saya😂 krja d lapangan ga bsa pasang atap dri rumah😂😂😂😂😂
sheevadina,"Min, tolong buka DM kami lah 🙏🙏 Kami udah ikutin peraturan di negeri ini , tapi malah menghambat urusan kami 🙏🙏 Please, Bantu dan segera atasi kendala kami 🙏🙏"
urbbgurll_,APLIKASINYA BENERIN DULU KAKK.. SATU SEHAT SEBENARNYA PUNYA CUSTOMER SERVICE GA SIH😭😭😭😭😭😭😭😭😭
azmi_123787,"Sudah liat masyarakat yang kesusahan gara"" apak mu belum ?"
azmi_123787,"Sudah liat masyarakat yang kesusahan gara"" apak mu belum ?"
ri.fan3,Sudah sebulan sertifikat vaksin booster 1 saya belum masuk;)
waislinwaislin,Sy laporan nomer hilang pakai nomer baru smpai skrng j g bsa masuk2 aplikasinya...benarin dulu klw nomer hp hilang bgmana
azmi_123787,"Gmna min ko saya ga perbaiki perbaiki data vaksin saya salah nama,tempat,lokasi vaksin pdhl itu nik saya gmna min?"
boedmas,Apakah resume medis sdh jalan kah ❤️❤️❤️
parandeayub,Ni kemenkes beneran ada admin nya ngk sih😌😌
ita6017,Kartu vaksin boster sampe sekarang belum muncul di aplikasi 😌 @satusehat_id
azharimarjukisiregar,Mimin yang baik hati. Tolong balas DM aku. Urgent banget ini. Mau beli tiket ga bisa gara2 sertifikat vaksin ke 2 blom muncul di satu sehat. Padahal vaksin udah lama banget aku nya @satusehat_id
odok_2,"Satu sehat ga guna beda kelas sama peduli lindungi,, karyawan kemenkesnya juga udh pada di rumahin, Pada di korupsi duit rakyat,"
ripan.05,Mimin. Cek DM dan mohon dibalas ya min @satusehat_id
nmeskuyy,DM @satusehat_id
username,komentar
parandeayub,Kyak nya sih nunggu viral dulu baru dah tu di perbaiki 😌
raden589,Diperbaiki dulu aplikasinya min
raden589,"Vaksin booster ke-2 udah 1 bulan,tapi belum masuk di aplikasi satu sehat.."
mrw.jain,Kembalikan peduli lindungi 🙌🙌
azmi_123787,Data saya ga di perbaiki perbaiki pdhl udh chat wa Gmail TPI masih saja tetap tdk di perbaiki perbaiki layanan yang sangat tdk bagus
agussupriad_87,sertifikat blm.muncul min gmn caranya
4dhy,Masih error gak?
sayaeir_,"Bantu saya min, nomor hape saya hilang. Dan saya tidak bisa login satu sehat apa yang harus saya lakukan? Saya pusing sendiri apa apa, semua perlu itu. Jadi bagaimana di tanya sana sini engga ada solusi. Di DM, di WA di email. Mohon bantuannya min pusing saya jadinya"
agussupriad_87,kembalikan ke pedulilindungi aja min
alfinfauziah_,Halooo MinSeee. Cek DM yaaa
grosir_handukmurah_di_surabaya,Min sertifikat vaksin boster dosis 2 sy kok blm masuk ya? Bukti sudah sy kirimkan di DM @pedulilindungi.id @satusehat_id
azharimarjukisiregar,Mimin yang baik hati. Tolong balas DM aku. Urgent banget ini. Mau beli tiket ga bisa gara2 sertifikat vaksin ke 2 blom muncul di satu sehat. Padahal vaksin udah lama banget aku nya @satusehat_id
lauraoktaliasaputri,Mohon di cek DM nya minta @satusehat_id
lauraoktaliasaputri,Cek dm min @satusehat_id
lauraoktaliasaputri,Cek DM min @satusehat_id
adhisutawan,🦅🇲🇨✨️😊 @satusehat_id 👍TERBUKTI TIDAK TERKALAHKAN saat 🆘️
odok_2,Satu sehat ga conect pcare anjing
username,komentar
faisalfyh,Sertifikat belum muncul min
mrw.jain,"Benerin aplikasi dulu min, kalau ga balikin peduli lindungi 🙌🙌 saya vaksin 4 kali dipeduli lindungi bener, setelah ganti jadi 5 kali wkwkwk"
mta1599,"Udah lebih dari dua minggu sejak WHO mencabut status darurat Covid, kok pemerintah Indonesia belum kunjung mencabut status darurat Covid di Indonesia, termasuk syarat vaksin untuk para pelaku perjalanan? Tunggu apa lagi? Lagipula hampir semua negara udah  mencabut syarat vaksin Covid untuk memasuki negaranya, kecuali Indonesia. Apakah kalian tidak memikirkan sektor pariwisata kita yg bisa saja kalah saing dengan negara-negara lainnya yang sudah lebih dulu mencabut syarat vaksin Covid, seperti Thailand dan Malaysia?"
adityaazzani,Sertifikat nya kagak muncul2
_yulierara_,Wow Mengerikan Covid19 Ada Terus. Tp Aku Sdh Di Vaksin Ketiga Kali Admin 😍😍
rrantikka,Maaf min tolong balas DM/WA/e-mail saya
mang.mikrad,Tidak ada kabar vaksinasi. Ntar sudah kedaluwarsa. Napa ngga disuntikin aja semuanya daripada kedaluwarsa.
azmi_123787,Tetap pakai masker
she4l4n,Wajib boster tapi untuk penanganan kendala gk di respon2 gmna mau vaksin nya
adeguntur007,"Saya sudah vaksin tapi belum di input di satu sehat, alasannya tiket ngga ada, udah 2 bulan lebih saya menanyakan tiket tapi blm ada balasan juga"
prasetyaagri,Wah kasusnya 1 ribu per hari. Tapi ga ada berita nya. Covid ny berevolusi lagi tah.
aura.pios,@satusehat_id  layani pengaduan masyarakat kendala vaksin dengan fast . Semua syaratnya vaksin kl tanggapan ku g fast respon gmn oey.. semua pakai syarat wajib vaksin tp cs cuek dan g nanggapi tolong dong pelayanan yang profesional
dianoberlaender,"@satusehat_id @kemenkes_ri @dtokemkes @jokowi @budigsadikin mohon permasalahan yang kami alami dikarenakan pergantian dari pedulilindungi ke satusehat yg membuat sertifikat vaksin 1,2,3 kami hilang, dan sertifikat 3 malah berubah jadi sertifikat 1, tolong diselesaikan, diperbaiki, kami sudah kirim semua bukti sertifikat kami, kami sudah berkeluhkesah kesana kemari, berbagai cara sudah kami coba tapi nyatanya tidak ditanggapi juga. Kalo memang tidak ditanggapi, dan aplikasi satu sehat hanya dijadikan aplikasi robot  untuk mencari keuntungan, maka mohon jangan jadikan aplikasi satu sehat menjadi syarat perjalanan masuk ke Indonesia. Kalau nyatanya kami sebagai warga negara Indonesia malah dipersulit karena syarat tersebut, yang nyatanya kami sudah vaksin hingga booster hanya karena aplikasi satu sehat yg entah kenapa tidak ambil semua data dari peduli lindungi dengan benar dan utuh, jadi kami yang mendapat kesulitan."
rogaya719,Mimin wa saya tlg dibalas tolong tolong tolonggg mimim yg baikkk @satusehat_id
rogaya858,Saya semalem ada dm kenapa cuma dibaca? @satusehat_id
wahyu.wp2994,Tolong aplikasi eror tidak bisa download serti
aura.pios,@satusehat_id udah layani pengaduan masyarakat mu
rogaya719,"Gimana caranya biar dm dibuka?? Saya email gak dibaca, dm gak dibuka dibuka @satusehat_id"
ninuninu.78,Suruh booster tp pengaduan tiket vaksin blm terbit aja susah
adia.ncandra,Sertifikat tidak masuk ke SATUSEHAT
rogaya719,"Mina tiket ketiga saja dipersulit. Wa, email, dm, smua gak ada jawaban @satusehat_id"
jumat656,Cek DM SMS gak dibalas email gak ada jawaban
adekfary772018,Is good dear ❤️❤️❤️❤️❤️❤️❤️❤️
elementals_308,"Tapi pimpinan negara dan pejabat terkait, sudah banyak yang tidak taat Prokes, bahkan sebelum WHO mencabut status darurat Covid, sehingga masyarakat banyak yang tidak taat Prokes karena contoh dari pimpinan negara dan pejabat terkait.."
wafa_andharu,Widihhhh... 1 ribu perharrrriiiii 😮 mengerikan 😱😱😱
channdutts24,"Min cek dm dong, makasi"
stel.a3301,Sertifikat belum terbit aplikasi @satusehat_id
angelya.j.p,Admin tolong cek dm saya @satusehat_id
rogaya719,Tolonglah buka dm saya admin @satusehat_id
yogisomantri12,Cek DM
haekalerlangga_,Cek DM
username,komentar
wahyukusumo,mirip JKN Mobile ya?
dinadinotz,"Halo, bagaimana cara ngecek/download sertifikat vaksin untuk ayah saya yang dulu saat mendaftar vaksin paket nomer HP yang sekarang sudah hilang (hilang sekaligus HP dan nomornya)."
yvonne_soeliana,"Perbaiki / sempurnakan dulu Peduli Lindungi nya, baru mikir utk ganti nama / tambah fungsi lainnya"
aiman_mifans,Jangan bilang nanti JKNKis diganti ya
koleksisolis,"Sudah ada tiket vaksin booster ke 2, faskes/klinik mana yg ada obat vaksinnya min?"
sadickyn4bars.id,👍👍 Semoga semakin baik fitur2 dan mjd lbh bermanfaat
raysora82,Trus harus dowload lg gitu yak..
nurmahdi96,Siap-siap ga bisa bohong lagi report medis ke ASKES swasta 😂
sandykoeswanda,"Saya susah masuk ke aplikasi di karenakan nomer ganti,itu bagai mana solusinya"
nurdinreall,Min apakah pedulilindungi ganti nama aja jadi kita harus upgrade atau ganti aplikasi kotabharus install ulang di play store
prizca21,Transisi dri peduli lindungi ke satu sehat sertifikat vaksin bakalan hilang ga??
tridini89,Apl yg skrg aja gak di pake udh ganti apl lagi😂
sholmath,SELAMA KOMPLAIN KOMPLAIN DI APP TIDAK ADA PENYELESAIAN SELAMA ITU PULA AKU ANGGAP APLIKASI SAMPAH SAMPAH DAN SAMPAH
sindiisenoraa,Saya gabisa masuk ke apl pelindungi🥺
chrishutama_,"JKN mobile jg ada rekam medis, dll."
_mekaneko_,Biar apa
normansyah1989,"Cuman pemberitahuan namun prosesnya tidak diberitahukan hal apa yg dilakukan sebelum dan sesudah jangan berubah terlebih dahulu baru diberitahukan sharusny sejak dini dilakukan belum lg banyak aspek kendala yg sudah rela vaksin dan melakukan pengunduhan peduli lindungi ini terjadi something kemudian mengadu yg sampai saat ini tidak ada jawaban diantaranya saya baca pergantian nomor baru, sertifikat booster kedua"
syuradja,"Admin pedulilindungi, saya vaksin tahun 2020 lalu dan sampai sekarang blm keluar sertifikat saya sesuai data saya yang sebenarnya dari app pedulilindungi"
_papaeko_,Apakah masih WAJIB scan QR di setiap pusat perbelanjaan/tempat publik lainnya setelah di upgrade?🤔
wikome,Tolong donk anak saya perlu vaksin covid di atas 6 thn
erold_lopez,😂😂😂
username,komentar
ammasyaf,👍👍
fernanda.zlm,"Kalau datanya bisa sebanyak itu bagus sih bagus banget malah, tapi yah semoga keamanan privasinya juga top, jangan sampai kecolongan dan akhirnya bocor data penggunanya."
citraayudhya,Sertifikat vaksin saya berubah NIK nya tiba2 pas saya mau booster kedua.. sungguh misteri
wayandennysaputra2,Aplikasi peduli lindung hilang tdk berfungsi lagi utk download dan mengakses kembali tdk bisa jd saya memakai kartu vaksin yg sdh tercetak... Dan scren shot bukti vaksin... Dan saya masukkan link peduli tdk bisa akses.. Mulai pendemi terselesaikan... Lalu lewat mana kami utk akses mudah
alam_aldevaro,Halah peduli lindungi gua GK bisa masuk  karena ganti nomor baru respon juga lambat padahal udh 3 Minggu dan gua buru buru mau vaksin booster 2 jadi males gara gara GK bisa masuk peduli lindungi
hadimuiiz,"Petugas Kesehatan di daerah khususnya Kepulauan tidak semua dapat menginput di faskesnya karena terkendala jaringan pak. Jangankan untuk akses Internet, untuk telfon biasa saja susah. Sebaiknya jika pemerintah pusat ingin mensosialisasikan sebuah aplikasi yang berbasis Internet, pastikan dlu sistem jaringan di seluruh wilayah Indonesia sudah dapat mengakses jaringan Internet."
ziz_doank,"Min, misalnya no KTP kita sudah terdaftar, terus mutasi KTP ke daerah, apakah masih bisa aktif dengan no.ktp daerah"
n000b1,Apa kuat servernya pemerintah?
pesonaprodukunik,Kalo login aplikasinya lupa gmn ya klo mau login lg?
jackyjonatantully,Bikin ribet....kalau hpnya eror gimana atau nomornya udah nggak aktif dan nggak direspon cs him
ismorusmanto,Jngn lupa ganti pasword ya pak cuma mengingatakn...
hifadeli,Complain PeduliLindungi gak pernah dikerjakan. Udah mau ganti aja
sien.dry,Milik individu. Kalo data aman. 😂😂
jackyjonatantully,Malah membuat ribet kalau data hilang....akun bermasalah...baru hp diganti krn rusak gimana masuknya
k.wonza_,Perubahan nomer saya udah 4 hari ga kelar kelar @pedulilindungi.id
jackyjonatantully,😢😢😢
kartiko_au,Milik individu sbelum bocor ya pak..?😮
akbar1410h,Hasil cek sebelum 1 Maret 2023 masuk aplikasi nggak? @budigsadikin @pedulilindungi.id
cossman07,Sekalian kl donor darah jg tercatat 😁
k.wonza_,Minimal kasi estemasi @pedulilindungi.id
ripan.05,"Min, tolong cek dm aku 🙏  @satusehat_id"
username,komentar
afnyds,"Cuma mau bilang, mimin di sini keren. Kendala sangat cepat teratasi, makasih banyak ya min 😍"
vhk_vany,Ini kenapa lagi app nya??? Setelah di update versi terbaru malah gak bisa masuk???? Thanku🙏🙏🙏🙏 Biasanya aman loh
mrw.jain,"Vaksin 2 nya double jadi jadi booster 1 , booster 1 jadi booster 2 , booster 2 keterangannya null"
azmi_123787,"Apk apaan chat whasap,Ig, dan lain lain kendalanya blm juga dibenerin benerin ini yang namanya mempersulit masyarakat pdhl masyarakat sudah mengikuti peraturan yang berlaku utk harus vaksin eh tapi ada masyarakat yang datanya salah tetapi tdk di respon cepat kenapa si udh di update""malah jadi ke gini harusnya klo udh tau resiko meng update menjadi versi yang berbeda harusnya juga dari apk juga merespon lah tentang keluh kesah masyarakat"
sheevadina,"Hallo Admin, mohon Cek DM ya min 🙏🙏🙏 Keluhan saya : Tiket Vaksin yg kedua belom muncul"" di aplikasi saya 🙏 padahal udah waktunya saya vaksin kedua malah Udah sebulan lebih tiket vaksin yg kedua belom muncul"" 🙏🙏 mohon dengan sangat ya min, Terima kasih"
_royaljelly14,"Saranku mending langsung ke kemenkes aja buat komplain biar cepet. Tadi habis dari sana, gak nyampe 5 menit dataku udh bener 🙂"
192.168.181.291,"Aplikasi bosok, bobrok. Ini aplikasi hanya untuk proyek pemerintah!! Udah vaksin tapi sertifikat tidak muncul di aplikasi. Bosok bosok!! Program pemerintah gak ada yang bener!! Pelayanan gak ada yang nanggepin!! Pemerintah kondthooll!!"
ns.argan,"Sebaiknya satu sehat segera respon pesan² masuk yang memiliki kendala. Perkuat, perbanyak operator yg bisa kasih service cepat seperti 119 yang bebas pulsa."
ajk08ajk,Setelah update hari ini malah blank putih.. Ampun deh nih aplikasi
ferdi_effendi,"Sertifikat vaksin booster kedua saya belum muncul juga, sudah hampir 2 minggu nih, min. Kok lama banget ya?"
dy_cipluk,"Harusnya ttp pk yg lama aja tinggal ditambah fiturnya.... Migrasi malah kacau, bentar lg mudik ni miiin.... Asal jgn smp dipersulit aja mau naik moda transportasi mudiknya"
kalula.store,Klo kekurangan SDM nya saya siap msukin lamaran krja buat jdi CS nya...biar orng pas chat menkes gk kesel lagi
afnyds,Barusan WA-an dengan nomor Satu Sehat soal data error. Endingnya ga enak banget. CS Risma : apakah info sudah jelas ? Saya jawab : belum. CS Risma langsung end chat lalu ketik sudah SOLVED. Bagus sekali pelayanan staf @kemenkes_ri @budigsadikin
dickykerenzz,Hallo @satusehat_id .. aplikasi nya minta di perbarui.. tapi tidak ada notifikasi perbarui.. begitu di buka aplikasi nya.. tulisan nya perbarui aplikasi.. saya ke play store.. tidak ada pembaruan aplikasi di sana.  Bagaimana ini min.. ?
yoerizirnanda,Mohon benerin aplikasinya.. jgn sampai jadi penghambat nnti pas mau mudik ya.. @kemenkes_ri @budigsadikin
sayyyuu_,"widiihh gabut bgt keknya bikin fitur baru, tp minta tlng ubah nama aja ga dikerjain🤣"
gurogen29,Jangan tambah2in fitur. Sertifikat aja benerin. Saya mau keluar kota nih. Udah mau 2 minggu.
asrply,"Sistem nya kurang efektif masih banyak halaman error tidak dapat terakses dengan tampilan muncul ""halaman sedang dalam perbaikan"" sudah diketahui namun ini berkunjung lama , jika dalam perbaikan maka di info bahwa lagi ada dalam perbaikan walaupun tidak ada estimasi tetapi untuk customer pastinya tidak kecewa begini , sudah begitu untuk pelayanan via whatshap selalu dijawab dengan bot dan pash terhubung tidak pernah terhubung ke customer service nya untuk pelayanan via gmail juga sama untuk IG pun begitu , untuk hal ini jika di persulit lagi harus menggungakan satu sehat kalo kemana mana tapi dengan cara pelayanan begini menurutku ini bakal menjadi bencana bagi rakyat , pak mohon bantuanya pak untuk melakukan pengechekan terhadap kinerja satu sehat @jokowi @kemenkes_ri"
uraa_mr05,Min boleh tolong respon DM saya?
dwiendahyunitasary2,Ka misal  email tidak aktif dan nomer telpon sudah tidak aktif gimana ya ka mohon infonya ka ... Urgent untuk kerja😢
zahranurul.a_,Apk kentang
anvmegaselv_,Update ke versi 5.3.1 hari ini aplikasi satu sehat malah gak bisa dibuka
_ratnahnddd,Benerin dulu udah vaksin sertifikat gak masuk masuk dihhh jelek banget apk nya
mrw.jain,Masih bingung semenjak aplikasi berubah nama kok aku jadi vaksin 5kali
uraa_mr05,Saya butuh itu tiket vaksin booster tolong dong bantuan nya
stlatifaarh,"Halo kak, kak mohon baca DM please😢 butuh vaksin untuk daftar pertukaran mahasiswa😢"
yanuarciwi,Kenapa saya stuck ya aplikasinya...udh update  yg tgl 27 maret ..disuruh update lagi...diplaystore udh gk ada update an...terus saya hapus ..dan install lagi ..tetap gk bisa masuk ke aplikasi nya cuman diam di logo satu sehat ....mohon dibantu admin @satusehat_id
iampooh86,"Bagi yg aplikasinya tiba² tidak bisa dibuka dan keterangan butuh update versi baru, mungkin bisa dicoba dg cara hapus ruang data dan cache utk aplikasi tsb. Lalu uninstal dan instal ulang kembali. Karena saya jg mengalami hal yg sama tiba² blank."
